ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12258683,JE100037,12/31/20 23:26,012XX W 71ST ST,0460,BATTERY,SIMPLE,STREET,TRUE,FALSE,0734,007,6,67,08B,1169300,1857701,2020,1/7/21 15:41,41.7650399,-87.65502515,POINT (-87.655025146 41.765039898)
12258547,JE100006,12/31/20 23:24,057XX S PRAIRIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,TRUE,FALSE,0232,002,20,40,15,1179019,1867077,2020,1/7/21 15:41,41.79055275,-87.61911694,POINT (-87.619116942 41.790552753)
12258684,JD475020,12/31/20 23:22,013XX W 15TH ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1233,012,25,28,05,1167732,1892862,2020,1/7/21 15:41,41.86155927,-87.65976218,POINT (-87.65976218 41.861559271)
12258528,JD475011,12/31/20 23:20,010XX W 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0733,007,6,68,15,1170788,1857743,2020,1/7/21 15:41,41.76512282,-87.64956997,POINT (-87.649569971 41.765122822)
12260694,JD475010,12/31/20 23:17,080XX S EXCHANGE AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,ALLEY,FALSE,FALSE,0422,004,7,46,15,1197223,1852387,2020,1/7/21 15:41,41.74980808,-87.55285753,POINT (-87.552857527 41.749808084)
12258601,JE100123,12/31/20 23:17,003XX N CENTRAL AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,FALSE,FALSE,1512,015,29,25,14,1138977,1901868,2020,1/7/21 15:41,41.8868435,-87.76509882,POINT (-87.765098817 41.886843497)
12258523,JD475012,12/31/20 23:16,021XX N KIMBALL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1413,014,26,22,15,1153363,1913936,2020,1/7/21 15:41,41.91968565,-87.71194813,POINT (-87.711948127 41.919685654)
12353651,JE215603,12/31/20 23:15,005XX E 71ST ST,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,0322,003,6,69,08B,,,2020,5/1/21 15:40,,,
12261338,JE102842,12/31/20 23:15,003XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA TRAIN,FALSE,FALSE,1512,015,29,25,14,1138977,1901868,2020,1/7/21 15:41,41.8868435,-87.76509882,POINT (-87.765098817 41.886843497)
12259309,JD475007,12/31/20 23:13,067XX S EVANS AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,FALSE,TRUE,0321,003,20,42,04B,1182376,1860498,2020,1/7/21 15:41,41.77242218,-87.60701156,POINT (-87.60701156 41.772422184)
12258529,JE100049,12/31/20 23:05,089XX S HERMITAGE AVE,1460,WEAPONS VIOLATION,POSSESS FIREARM / AMMUNITION - NO FOID CARD,RESIDENCE,TRUE,FALSE,2221,022,21,71,15,1166243,1845398,2020,1/7/21 15:41,41.73134432,-87.6665794,POINT (-87.666579398 41.731344317)
12262385,JE104556,12/31/20 23:00,012XX S KOLIN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1011,010,24,29,06,1147577,1894101,2020,1/8/21 15:39,41.86536933,-87.73371623,POINT (-87.733716227 41.865369326)
12259516,JE101127,12/31/20 23:00,121XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,FALSE,FALSE,0524,005,34,53,14,1168196,1824222,2020,1/7/21 15:41,41.67319222,-87.66003131,POINT (-87.660031305 41.673192224)
12258945,JE100531,12/31/20 23:00,033XX N OKETO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1631,016,29,17,14,1126230,1921272,2020,1/7/21 15:41,41.94031279,-87.81147662,POINT (-87.811476616 41.940312794)
12258846,JE100386,12/31/20 23:00,084XX S ESCANABA AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,0423,004,10,46,03,1196953,1849492,2020,1/7/21 15:41,41.7418707,-87.55394299,POINT (-87.553942987 41.741870702)
12292435,JE140218,12/31/20 23:00,029XX W HARRISON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,1135,011,27,27,08A,,,2020,2/14/21 15:40,,,
12260844,JE102686,12/31/20 23:00,029XX W FULTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1222,012,27,27,14,1156748,1901866,2020,1/7/21 15:41,41.88649655,-87.69983857,POINT (-87.699838571 41.88649655)
12261044,JE102788,12/31/20 23:00,030XX W FRANKLIN BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1221,012,27,23,06,1155812,1903175,2020,1/7/21 15:41,41.89010748,-87.70324051,POINT (-87.70324051 41.890107481)
12258612,JD475003,12/31/20 23:00,029XX N KOLMAR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2521,025,31,20,08B,1145548,1919066,2020,1/7/21 15:41,41.93391467,-87.74053157,POINT (-87.740531567 41.933914665)
12269771,JE113038,12/31/20 23:00,019XX E 95TH ST,0890,THEFT,FROM BUILDING,BANK,FALSE,FALSE,0413,004,8,51,06,1190646,1842357,2020,1/16/21 15:39,41.72244599,-87.57728088,POINT (-87.577280883 41.722445994)
12258651,JD474993,12/31/20 22:52,004XX E 83RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,0631,006,6,44,08B,1180889,1850070,2020,1/7/21 15:41,41.74384097,-87.6127826,POINT (-87.612782598 41.74384097)
12258501,JD475006,12/31/20 22:50,018XX W 17TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1234,012,25,31,08B,1164316,1891766,2020,1/7/21 15:41,41.8586246,-87.67233264,POINT (-87.67233264 41.858624604)
12258526,JD475002,12/31/20 22:50,063XX S HOYNE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,TRUE,FALSE,0726,007,16,67,15,1163454,1862503,2020,1/7/21 15:41,41.77834175,-87.67631806,POINT (-87.676318055 41.778341753)
12258507,JD475001,12/31/20 22:48,018XX S PULASKI RD,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,TRUE,FALSE,1014,010,24,29,18,1150011,1890618,2020,1/7/21 15:41,41.85576456,-87.72487146,POINT (-87.724871461 41.855764556)
12258520,JD474998,12/31/20 22:47,086XX S ASHLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0614,006,21,71,15,1167182,1847341,2020,1/7/21 15:41,41.73665618,-87.66308405,POINT (-87.663084051 41.736656184)
12258636,JD475016,12/31/20 22:45,080XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,0631,006,8,44,08B,1183956,1851990,2020,1/7/21 15:41,41.74903863,-87.60148513,POINT (-87.601485132 41.74903863)
12258567,JE100009,12/31/20 22:44,116XX S HALSTED ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,TRUE,FALSE,0524,005,34,53,26,1173086,1827373,2020,1/7/21 15:41,41.68173284,-87.64204103,POINT (-87.642041028 41.681732837)
12258505,JD474984,12/31/20 22:40,044XX S ASHLAND AVE,2021,NARCOTICS,POSSESS - BARBITURATES,GAS STATION,TRUE,FALSE,0924,009,11,61,18,1166418,1875231,2020,1/7/21 15:41,41.81320625,-87.66508913,POINT (-87.665089129 41.813206247)
12258492,JD474979,12/31/20 22:40,042XX W WEST END AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1114,011,28,26,15,1148117,1900637,2020,1/7/21 15:41,41.88329451,-87.73156563,POINT (-87.731565628 41.883294507)
12258546,JE100015,12/31/20 22:39,071XX S WESTERN AVE,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,TRUE,FALSE,0832,008,18,66,18,1161610,1857257,2020,1/7/21 15:41,41.76398445,-87.68322366,POINT (-87.683223662 41.763984452)
12258688,JE100001,12/31/20 22:38,004XX W MARQUETTE RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0722,007,6,68,15,1174547,1860505,2020,1/7/21 15:41,41.77261924,-87.63571005,POINT (-87.635710051 41.772619244)
12258597,JD474973,12/31/20 22:35,019XX S TRUMBULL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,FALSE,FALSE,1024,010,24,29,15,1153728,1890310,2020,1/7/21 15:41,41.85484628,-87.71123636,POINT (-87.711236361 41.854846279)
12258542,JD474995,12/31/20 22:31,012XX W 71ST PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0734,007,6,67,15,1169337,1857372,2020,1/7/21 15:41,41.76413628,-87.65489904,POINT (-87.654899041 41.764136279)
12260937,JE102868,12/31/20 22:30,067XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0322,003,6,69,07,1178753,1860449,2020,1/7/21 15:41,41.77237092,-87.62029382,POINT (-87.620293818 41.772370917)
12258647,JD475017,12/31/20 22:19,087XX S ST LAWRENCE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE,TRUE,FALSE,0632,006,6,44,24,1181773,1846980,2020,1/7/21 15:41,41.7353413,-87.60963879,POINT (-87.609638787 41.7353413)
12258504,JD474994,12/31/20 22:18,118XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0532,005,9,53,15,1178384,1826290,2020,1/7/21 15:41,41.67864263,-87.62268018,POINT (-87.622680184 41.678642633)
12258508,JD474968,12/31/20 22:16,034XX N HALSTED ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1925,019,44,6,08B,1170309,1923228,2020,1/7/21 15:41,41.9448295,-87.64941386,POINT (-87.649413856 41.944829501)
12258493,JD474982,12/31/20 22:15,002XX N COLUMBUS DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,FALSE,TRUE,0114,001,42,32,08B,1178301,1901977,2020,1/7/21 15:41,41.88633725,-87.62068789,POINT (-87.620687893 41.886337253)
12258535,JD474977,12/31/20 22:06,012XX S PULASKI RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1011,010,24,29,15,1149913,1894066,2020,1/7/21 15:41,41.86522819,-87.72514152,POINT (-87.725141519 41.865228188)
12258585,JD474991,12/31/20 22:00,059XX N CAMPBELL AVE,0460,BATTERY,SIMPLE,APARTMENT,TRUE,TRUE,2011,020,40,2,08B,1158585,1939362,2020,1/7/21 15:41,41.98935064,-87.69206263,POINT (-87.692062626 41.989350643)
12269327,JE100421,12/31/20 22:00,063XX W 63RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,FALSE,FALSE,0812,008,23,64,14,1135369,1862076,2020,1/16/21 15:39,41.77771268,-87.77929105,POINT (-87.77929105 41.777712681)
12259175,JD474961,12/31/20 22:00,003XX E 87TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,0632,006,9,44,06,1180157,1846858,2020,1/7/21 15:41,41.73504365,-87.61556285,POINT (-87.615562846 41.735043654)
12259064,JE100004,12/31/20 22:00,009XX W ADDISON ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,FALSE,FALSE,1923,019,44,6,26,1169164,1924101,2020,1/7/21 15:41,41.94725004,-87.65359694,POINT (-87.653596936 41.947250041)
12258840,JE100468,12/31/20 22:00,012XX W 74TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0734,007,17,67,07,1169274,1855709,2020,1/7/21 15:41,41.75957416,-87.655178,POINT (-87.655178004 41.759574155)
12259195,JD474975,12/31/20 22:00,020XX W 18TH PL,0560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,1234,012,25,31,08A,1162980,1891067,2020,1/7/21 15:41,41.8567346,-87.67725623,POINT (-87.67725623 41.8567346)
12276762,JE121287,12/31/20 22:00,092XX S LOWE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2223,022,21,73,14,1173594,1843621,2020,1/26/21 15:40,41.72630857,-87.63970242,POINT (-87.63970242 41.726308567)
12259279,JE100062,12/31/20 22:00,090XX S DR MARTIN LUTHER KING JR DR,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,FALSE,FALSE,0633,006,9,44,03,1180494,1845265,2020,1/7/21 15:41,41.73066455,-87.61437698,POINT (-87.614376978 41.730664552)
12258557,JD474988,12/31/20 22:00,009XX W ADDISON ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,TRUE,FALSE,1923,019,44,6,22,1169164,1924101,2020,1/7/21 15:41,41.94725004,-87.65359694,POINT (-87.653596936 41.947250041)
12258506,JD474967,12/31/20 22:00,021XX S SPAULDING AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1024,010,24,30,15,1154690,1889625,2020,1/7/21 15:41,41.85294738,-87.7077237,POINT (-87.707723702 41.85294738)
12258919,JE100503,12/31/20 22:00,099XX S OGLESBY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,0431,004,7,51,05,1193802,1839579,2020,1/7/21 15:41,41.71474625,-87.56581179,POINT (-87.565811794 41.714746253)
12258538,JD474980,12/31/20 22:00,061XX N HAMILTON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,2413,024,40,2,04A,1160875,1940928,2020,1/7/21 15:41,41.99360044,-87.68359595,POINT (-87.68359595 41.993600441)
12258487,JD474970,12/31/20 21:58,049XX W HUBBARD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1532,015,37,25,15,1143263,1902557,2020,1/7/21 15:41,41.88865524,-87.74934205,POINT (-87.749342052 41.888655236)
12258486,JD474946,12/31/20 21:49,021XX S MICHIGAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0132,001,3,33,15,1177543,1890029,2020,1/7/21 15:41,41.85356847,-87.62383406,POINT (-87.623834063 41.853568467)
12258491,JD474972,12/31/20 21:43,005XX W CERMAK RD,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1235,012,25,31,06,1172919,1889693,2020,1/7/21 15:41,41.85275005,-87.6408156,POINT (-87.640815604 41.852750046)
12259160,JE100259,12/31/20 21:40,017XX N WINNEBAGO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1434,014,32,24,11,1161198,1911592,2020,1/7/21 15:41,41.91309416,-87.6832264,POINT (-87.683226402 41.913094157)
12258499,JD474959,12/31/20 21:40,012XX W 16TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1233,012,25,31,14,1168405,1892209,2020,1/7/21 15:41,41.85975287,-87.65731061,POINT (-87.657310605 41.859752869)
12262253,JE103681,12/31/20 21:35,046XX S KEDZIE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SCHOOL - PRIVATE BUILDING,FALSE,FALSE,0821,008,14,58,14,1155813,1873794,2020,1/8/21 15:39,41.80948264,-87.70402756,POINT (-87.704027561 41.809482639)
12258793,JE100411,12/31/20 21:30,060XX N WASHTENAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2413,024,40,2,14,1157239,1940077,2020,1/7/21 15:41,41.99134018,-87.69699389,POINT (-87.696993891 41.991340183)
12260513,JE102272,12/31/20 21:30,015XX S SAWYER AVE,0810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1022,010,24,29,06,1154947,1892264,2020,1/7/21 15:41,41.86018395,-87.70670974,POINT (-87.706709735 41.860183952)
12258616,JD474954,12/31/20 21:30,020XX N CENTRAL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,2515,025,29,19,04A,1138768,1911350,2020,2/12/21 15:39,41.91286705,-87.76563592,POINT (-87.765635915 41.912867052)
12258475,JD474942,12/31/20 21:30,040XX S DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,0213,002,3,38,08B,1176637,1878113,2020,1/7/21 15:41,41.82089053,-87.62751876,POINT (-87.627518759 41.820890532)
12259199,JE100629,12/31/20 21:30,016XX E 75TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,0324,003,8,43,14,1188421,1855577,2020,1/7/21 15:41,41.75877631,-87.58500957,POINT (-87.585009571 41.758776307)
12259009,JE100552,12/31/20 21:30,047XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0224,002,3,38,07,1178842,1873586,2020,1/7/21 15:41,41.80841808,-87.61956777,POINT (-87.619567769 41.808418076)
12258842,JE100381,12/31/20 21:30,078XX S PAULINA ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,FALSE,TRUE,0611,006,17,71,04A,1166372,1852752,2020,1/7/21 15:41,41.75152202,-87.66589787,POINT (-87.665897874 41.751522022)
12258464,JD474941,12/31/20 21:30,039XX W WILCOX ST,2027,NARCOTICS,POSSESS - CRACK,RESIDENCE - YARD (FRONT / BACK),TRUE,FALSE,1122,011,28,26,18,1150189,1899047,2020,1/7/21 15:41,41.87889125,-87.7239985,POINT (-87.723998503 41.878891251)
12259231,JD474943,12/31/20 21:29,038XX N ELSTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,FALSE,FALSE,1732,017,35,16,08A,1152177,1925534,2020,1/7/21 15:41,41.95153499,-87.71599885,POINT (-87.715998845 41.951534989)
12258443,JD474929,12/31/20 21:19,063XX S ASHLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0725,007,16,67,04A,1166759,1862652,2020,1/7/21 15:41,41.7786807,-87.66419748,POINT (-87.664197479 41.778680696)
12258525,JD474964,12/31/20 21:18,020XX W 71ST ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,FALSE,TRUE,0735,007,17,67,04A,1163770,1857568,2020,1/7/21 15:41,41.76479281,-87.675298,POINT (-87.675298003 41.764792808)
12258522,JD474944,12/31/20 21:13,004XX E 115TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0531,005,9,50,15,1181387,1828792,2020,1/7/21 15:41,41.68543998,-87.61161142,POINT (-87.611611421 41.685439983)
12258509,JD474939,12/31/20 21:05,033XX N LAKE SHORE DR,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1925,019,44,6,08A,1172831,1922482,2020,1/7/21 15:41,41.94272686,-87.64016626,POINT (-87.640166261 41.942726859)
12260408,JE102118,12/31/20 21:00,068XX S WINCHESTER AVE,0810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,0726,007,17,67,06,1164537,1859270,2020,1/13/21 15:39,41.76944719,-87.67243879,POINT (-87.672438791 41.769447194)
12260240,JE102053,12/31/20 21:00,079XX S DR MARTIN LUTHER KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,0624,006,6,44,08A,1180279,1852373,2020,1/7/21 15:41,41.75017466,-87.61494722,POINT (-87.614947221 41.750174658)
12262094,JE104259,12/31/20 21:00,070XX S WESTERN AVE,0325,ROBBERY,VEHICULAR HIJACKING,CURRENCY EXCHANGE,FALSE,FALSE,0832,008,17,66,03,1161594,1857825,2020,1/8/21 15:39,41.76554346,-87.68326657,POINT (-87.683266572 41.765543457)
12258831,JE100336,12/31/20 21:00,008XX N ROCKWELL ST,0320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,FALSE,TRUE,1211,012,26,24,03,1158914,1905446,2020,1/7/21 15:41,41.89627623,-87.69178617,POINT (-87.691786171 41.896276231)
12258924,JE100376,12/31/20 21:00,011XX W 80TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0612,006,17,71,14,1170290,1851757,2020,1/7/21 15:41,41.74870731,-87.65156916,POINT (-87.651569161 41.748707308)
12258466,JD474933,12/31/20 21:00,064XX N CLAREMONT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2412,024,50,2,07,1159480,1942629,2020,1/7/21 15:41,41.99829698,-87.68868021,POINT (-87.688680214 41.998296976)
12263388,JE105692,12/31/20 21:00,043XX S HERMITAGE AVE,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,0924,009,15,61,08A,1165407,1875849,2020,1/9/21 15:39,41.81492362,-87.66877999,POINT (-87.668779994 41.814923622)
12258543,JD474955,12/31/20 20:56,037XX S WOOD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,TRUE,FALSE,0912,009,12,59,15,1164965,1879904,2020,1/7/21 15:41,41.82606036,-87.67028653,POINT (-87.670286533 41.826060358)
12258494,JD474999,12/31/20 20:51,031XX N ELSTON AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,FALSE,FALSE,1411,014,33,21,26,1157344,1920848,2020,1/7/21 15:41,41.9385726,-87.69713285,POINT (-87.697132849 41.938572599)
12258490,JD474945,12/31/20 20:50,099XX S OGLESBY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,0431,004,7,51,14,1193802,1839579,2020,1/7/21 15:41,41.71474625,-87.56581179,POINT (-87.565811794 41.714746253)
